signal_id,date,source_type,source_name,source_url,title,summary,theme,tickers_mentioned,mapped_tickers,mapped_a_shares,evidence_strength,confidence,created_at
87a7c56a7b3bfa14,2026-07-24,news,Google News: physical AI robotics world model,https://news.google.com/rss/articles/CBMi1wFBVV95cUxOMEtKSWlnd0RtcGNvdnByU1N6NDZfN3g4U0N4bGhGYlRZd2FvUG5KTUVqTDRtREU3X3prM2J5Z29QWWpSU1J0ajRqYU8zUnlEWkRsVllLOWRpbjRXeUdxQzR2TjJIY3QwSC0xYmFUN3pDak5SUGpDR1pKM2lVQWh0Nmd2cnl3clNUUlYxMWVEanNGblFhaHZzODFGcHFVS2EzWVhKOHl0RDhSUy1iWTd1V0o3SmZwM0NrVzVoaHI4ZElMNFREc2hpcWNKSDA2TjQwOV8yaFdUMA?oc=5,"VLA Still in Play, WAM Yet to Take Hold as Physical AI Remains Far from Settled - Gasgoo","VLA Still in Play, WAM Yet to Take Hold as Physical AI Remains Far from Settled Gasgoo",Physical AI and robotics,,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,61,75,2026-07-26T01:21:22.289991+00:00
5ff8d34e9125e51e,2026-07-23,official,NVIDIA Blog,https://blogs.nvidia.com/blog/naval-postgraduate-school-dgx-ai-supercomputer/,NVIDIA AI Supercomputer Comes Online at Naval Postgraduate School,"NVIDIA founder and CEO Jensen Huang today visited the Naval Postgraduate School in Monterey, California, to commission an NVIDIA DGX GB300 system — bringing one of the world’s most powerful AI platforms fully online for the students, researchers and faculty at the U.S. military’s flagship graduate university. “Our nation depends on our men and women […]",Rack-scale AI factory,NVDA,ANET; CRDO; DELL; ETN; HPE; MRVL; NVDA; SMCI; VRT,000938.SZ; 000977.SZ; 002028.SZ; 002463.SZ; 002837.SZ; 002851.SZ; 002916.SZ; 300476.SZ; 300499.SZ; 300602.SZ; 300870.SZ; 300990.SZ; 301018.SZ; 600183.SS; 601138.SS; 603228.SS; 688041.SS; 688256.SS; 688676.SS; 920808.BJ,90,94,2026-07-26T01:21:22.289991+00:00
bfc045e37a0e2186,2026-07-23,news,Google News: US domestic semiconductor supply chain advanced packaging materials equipment,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNNmhIWkplNmtlcjNPUThZbzNiU2xQeDdHN2Nqd0dWOWV0aEhZMVdQejNJNzVzVG1KZGUyLXFFMko3OG1xNWhnOC1wcmxBU2JObkJPZ25qQVpqY3RkLWNXckU3cjVVVHVpYVVCZTRsck5lR3FFcXVfT3RoSDEwTkpPN2RMTkUzZEozT2dnTldYTndkTzhyZnh4a0FnUHdnNGhWRGhPVG1Ld1U3STZDaXB4b210dTdMbllGOGhZZnd4S000eW03Rm5PWDBsbjZPd09BWXE0enZn0gHbAUFVX3lxTFBfWGwxOThJbGJlaHdNUVF1eVdQWjJseVVtQnQ0RldsREktVzRPcWpYb2RjS3Y5TlpLZUpZdEZyOVJ5Z3pXVE1BRE5jajFXUGFCa3RXNjhZMmxTdFpKUmtRdVowRmw5XzE4QWpBTHpEUFlxeHQ4b05KMWJlY1…,Teradyne Stock And 2 US Chip Equipment Names Riding The AI Factory Buildout - simplywall.st,Teradyne Stock And 2 US Chip Equipment Names Riding The AI Factory Buildout simplywall.st,Rack-scale AI factory; Semiconductor materials and consumables,TER,AMAT; ANET; CRDO; DELL; ENTG; ETN; HPE; INTC; LRCX; MRVL; NVDA; Q; SMCI; TER; TSM; VRT,300054.SZ; 688019.SS; 688120.SS; 000938.SZ; 000977.SZ; 002028.SZ; 002409.SZ; 002436.SZ; 002463.SZ; 002837.SZ; 002851.SZ; 002916.SZ; 300236.SZ; 300346.SZ; 300476.SZ; 300499.SZ; 300602.SZ; 300666.SZ; 300870.SZ; 300990.SZ; 301018.SZ; 600183.SS; 600206.SS; 601138.SS,68,86,2026-07-26T01:21:22.289991+00:00
559dab128c8262f7,2026-07-23,news,Google News: AI data center liquid cooling power,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNdFNPMFlmTTVjOS1ZbkdyYXdkc1JjRFlEdWtUWEJYamloOXV1OHdLYmMzbkZZT0dxX0VVbE05VlVvU0xpazJyeDlJUkt3ZXEtQV92dXJ2Tmxua2ZmS0dvWW44R083OXZOOHZmZXJPNm1JQnVCRWtuSlY3YzBILUtCc0p0Ti1YZ3Z6X3NtNkticWdHWFdTN1R2MnM0ZHVVVXNCVFZTRFd6dUJjVjhiUkhWNk93bUdWSkZrdEdCMXZ6OXlOQVNPVFQ1LW5wXzY5UmNNdl92ay0wRXNSNEpGN3YyV2tRM2RMc0hwYmZzSkZ6T0VKZw?oc=5,Liquid Cooling Becomes Mainstream for High-Density AI Data Centers - Indiatimes,Liquid Cooling Becomes Mainstream for High-Density AI Data Centers Indiatimes,AI data center power and cooling,,BE; CAT; CEG; CVX; DELL; ETN; FLNC; GEV; LNG; NEE; OKLO; SMCI; SMR; VRT,000938.SZ; 000977.SZ; 002028.SZ; 002463.SZ; 002837.SZ; 002851.SZ; 002916.SZ; 003816.SZ; 300476.SZ; 300499.SZ; 300602.SZ; 300870.SZ; 300990.SZ; 301018.SZ; 600183.SS; 600875.SS; 601138.SS; 601985.SS; 603228.SS; 688676.SS; 920808.BJ,64,78,2026-07-26T01:21:22.289991+00:00
b1e38a7cb7fd2a3c,2026-07-23,news,Google News: AI data center liquid cooling power,https://news.google.com/rss/articles/CBMikgJBVV95cUxQZi1PTjN4M0dNUVNkM3hKVlRmdEdDSVFZS1Bnc1JzYnRhaHFrdHFaNUhERWMxTmdxemRCYWdKWTlOcWl3NWpHOTZaenJCV1RDX2pKam41MVVqYm4wQXZ4UTFHS2c2VzdpZm5YblUtbDc1enFFd2hnTjlRdlhhRUZOX3kzdklPbks5RUswNUtKVG9mX2Q2Vm1zc05uVlBRM3RmRXpQb2tZNElhVXpyaVdRN05DU1VVdkxaY2M4MzlWcUk5VU9GRGxxRGdwVkNaVTdWYURZRmpwWGZfRTZMb25QZWZWS1R2Y1hVQUdfUUhBOE5JWF9EaG14cEtwNFBmWGUtS1dQLU95bExZN2Y4bEw0Yjl3?oc=5,"Nvidia's latest trick for cooling its data center hardware is... hot water? 'Hot liquid cooling' is warmer than a hot tub, but apparently does the job pretty well - TechRadar","Nvidia's latest trick for cooling its data center hardware is... hot water? 'Hot liquid cooling' is warmer than a hot tub, but apparently does the job pretty well TechRadar",AI data center power and cooling,NVDA,BE; CAT; CEG; CVX; DELL; ETN; FLNC; GEV; LNG; NEE; NVDA; OKLO; SMCI; SMR; VRT,000938.SZ; 000977.SZ; 002028.SZ; 002463.SZ; 002837.SZ; 002851.SZ; 002916.SZ; 003816.SZ; 300476.SZ; 300499.SZ; 300602.SZ; 300870.SZ; 300990.SZ; 301018.SZ; 600183.SS; 600875.SS; 601138.SS; 601985.SS; 603228.SS; 688041.SS; 688256.SS; 688676.SS; 920808.BJ,64,78,2026-07-26T01:21:22.289991+00:00
55c9777112a4dd9d,2026-07-23,news,Google News: co-packaged optics AI data center CPO,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPZjJFSWd1ZUZNaFZaMGxOeGxyd1piektLRkNYbUVXT25GRTJBRHpkbDRlRkVxOUluOENQR0ZPcmM2anBZSmc0b2R3ZHdvd3h4YlZiZjFaUHFOZy1IRzNRSEJyM0lWMVRzVU1YeTZuNXNnUzNYaml5WjhFT19JV3NTMW9zX3ZDbmZYMVpuQ0FTWDRkOHVQUk5SandiNW5RaTVZbjBZRU0tWmU2cnFSTE03RGdQcU9rX0pR0gG-AUFVX3lxTFBSRl93UC1SdEUyeHUxc2pBekNXTTJnRFBsY1dvUWNYU2ZpWFZ4TE1WRWpsQWpwNnVXMldnUDVtcjdWc3RoRzR4amdidkdVdG5nUmF1dUVvY0hnaUtRSnUyQkxQNkxUU3QxYkxuSzF3aE04dmw0ZGZDd1hBN0tHQ284Tms4Y0ZJdEl5emxtdEl2eGJPQTZFV1NBM2…,Innolume Expands Quantum Dot Manufacturing Platform with Veeco GEN2000 MBE System - Quantum Computing Report,Innolume Expands Quantum Dot Manufacturing Platform with Veeco GEN2000 MBE System Quantum Computing Report,CPO and optical interconnect,,ANET; CIEN; COHR; CRDO; FN; GLW; LITE; MRVL; NVDA,000988.SZ; 300308.SZ; 300502.SZ; 000938.SZ; 002281.SZ; 002463.SZ; 300394.SZ; 688041.SS; 688256.SS; 688498.SS,64,78,2026-07-26T01:21:22.289991+00:00
a0d1827a4f70d3da,2026-07-23,news,Google News: co-packaged optics AI data center CPO,https://news.google.com/rss/articles/CBMijgFBVV95cUxPM0pwZS1oVkx6V2xlNnZTT0NBamd6NFNFckpqNFJDZW4zZ21McE9lYzlmaXlNQTRLbHZtcEZidzJsUDZFc2g2UUMxblNVcTRCMnNPejQtb1V5WlhTUWNBeWc1bXVKcGFvSWJpdGlUdm93dVdiUG9GVFNZN0ZqQS1tUEFvOW5rakhOWF9vcVd3?oc=5,Laser source outsourcing pushes back CPO rollout - digitimes,Laser source outsourcing pushes back CPO rollout digitimes,CPO and optical interconnect,,ANET; CIEN; COHR; CRDO; FN; GLW; LITE; MRVL; NVDA,000988.SZ; 300308.SZ; 300502.SZ; 000938.SZ; 002281.SZ; 002463.SZ; 300394.SZ; 688041.SS; 688256.SS; 688498.SS,64,78,2026-07-26T01:21:22.289991+00:00
76502174d7cd6fe6,2026-07-23,news,Google News: co-packaged optics AI data center CPO,https://news.google.com/rss/articles/CBMiwAJBVV95cUxPYWRWLVg1STlaVGdKak5jRnlhLWlic2l3aVEtR2ZZVnhPTW9QWEZ1S3RtOF9BZGc2NWRCRGZUTXI4eUxzX2ZPS1dqbjU4UzhPX1NRZElSWkhNcG05SHVYMVIyX1YzMldncWJBUk5SRHlfc19MeVpsMThMMDZTSHBjUVh2Q000R2MyLUdFR0FRREt4cmt0UHA4YmtaYnVLSzRUanF1ZUIxUU9Cb1pqbkNHSE0xdFlIaUxKNU03OE56WndUZDhHMnlrNmFFRHZTcTlIX3A1TDBsZEhQelVIbzhZOUp2Tll0U1BBOGFvaDluSkJWd2JQRldmWjdOY3NfMU12QUVRdUYzRlNaSnJrdUpnOU5ybUtkS280MEdnVVF2WVZtSkp6bmtEeDBTbjNtaXJQbU5Bb3U1RDlkZ29zQXQ1QQ?oc=5,Innolume Selects Veeco Gen2000™ MBE System to Expand Quantum Dot Laser Production - Laser Focus World,Innolume Selects Veeco Gen2000™ MBE System to Expand Quantum Dot Laser Production Laser Focus World,CPO and optical interconnect,,ANET; CIEN; COHR; CRDO; FN; GLW; LITE; MRVL; NVDA,000988.SZ; 300308.SZ; 300502.SZ; 000938.SZ; 002281.SZ; 002463.SZ; 300394.SZ; 688041.SS; 688256.SS; 688498.SS,64,78,2026-07-26T01:21:22.289991+00:00
fd3c36d790541ddd,2026-07-23,news,Google News: co-packaged optics AI data center CPO,https://news.google.com/rss/articles/CBMickFVX3lxTE51V2dUOUU4T2xHbmRENWI4X1BQZGhOU0F0T1pJd2c4Zlk2ZlNIaVRVQ0lkNnVjNDRuWlVSSF82RkgxazJpU1R4dWtBY19Sd0EyOHpLZ3Fkc3Z0dUZ6bHdLVUNxMzk0eldXMmVYRXdRR2l4QQ?oc=5,Veeco’s GEN2000 MBE System Expands Innolume Quantum Dot Production - Quantum Zeitgeist,Veeco’s GEN2000 MBE System Expands Innolume Quantum Dot Production Quantum Zeitgeist,CPO and optical interconnect,,ANET; CIEN; COHR; CRDO; FN; GLW; LITE; MRVL; NVDA,000988.SZ; 300308.SZ; 300502.SZ; 000938.SZ; 002281.SZ; 002463.SZ; 300394.SZ; 688041.SS; 688256.SS; 688498.SS,64,78,2026-07-26T01:21:22.289991+00:00
a3e8a65a3a8d17f3,2026-07-23,news,Google News: long context inference serving KV cache AI,https://news.google.com/rss/articles/CBMipwFBVV95cUxOOXM5eHBLNVQ3OUxJRzAtZUk0aExnb3ZQSU1iZjJsaGQ2elc0TGQybm5FclJ0aVJzNzBkX0lwR1Njc1Z3cVd1RkZFRFJEMHNESkppOUxxYnFyeElNa0FrdHc1Z1pNeU1pdWJZcW55Um5CSUdfWEV4a3J3cTg5eE9zS0Rqa2NGS2hJMTdKcXh6Q3dLalNJR2tKSDR0ckstN3E5VnQ5eWpoaw?oc=5,Tensormesh and AMD Collaborate to Empower Fewer GPUs to Serve More Models - Yahoo Finance,Tensormesh and AMD Collaborate to Empower Fewer GPUs to Serve More Models Yahoo Finance,AI inference serving and networking,AMD,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; NBIS; NVDA; ORCL,002156.SZ; 002463.SZ; 300442.SZ; 688041.SS; 688256.SS,64,78,2026-07-26T01:21:22.289991+00:00
cca67a7eb7b36c4f,2026-07-23,news,Google News: long context inference serving KV cache AI,https://news.google.com/rss/articles/CBMid0FVX3lxTE9tRVd0QXBsbE9rZEtnOEFvQXhRTUxTYmNjaVVvZVFoNy13SENITFhRNm01eFJTdmhxU1oyMlVWUXJwcUpFTXJXdjZLNllYU1kycDZlZWlObng4MV9TX29VMUVsTEtzWlhCal9MWTZENmo1VnVVREdB?oc=5,AMD and Cerebras Split AI Inference in Two — Read the Footnote - techi.com,AMD and Cerebras Split AI Inference in Two — Read the Footnote techi.com,AI inference serving and networking,AMD,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; NBIS; NVDA; ORCL,002156.SZ; 002463.SZ; 300442.SZ; 688041.SS; 688256.SS,64,78,2026-07-26T01:21:22.289991+00:00
adea3035d769539d,2026-07-23,news,Google News: long context inference serving KV cache AI,https://news.google.com/rss/articles/CBMipgJBVV95cUxQS3hKZ2otQ1hjRS1ZYzFYZmRNdFc2WUFNcjVMdk5sN3IxX1FOYXhabjk2SDFuTGM4bzdFODBKY2tHOTNvMkg0WjhPZXlMQm9ucFJRdDZnRHl0cG84Vi0tbEpidF9DaktwYnpzTld2dkR6bFRQb0VXdTBOLWFYbDdlVlRwYXBBR3BqcmFJMlFteG04VXhzYzlpNV9rVTZQanJscEtPaHhoVkRta1VpU3lSZS1DcG1pYjRJd2R2SUdoeTIwNzFlTTF6dFBiUmhMRXhJZ29nQmw0SUQ4RUVtTzFBOG9TcmNwTG9LeVVtWkFoZG9YV2plNHhDa1RzcDdtZUs2OC1RNWlTVVNWWTM4RWJEdmc4aDZiN2F5V1hQUHBjOE13akhSN3c?oc=5,Agentic AI Runs Where Enterprise Software Runs: Embedded LLM Launches TokenVisor Spaces for AMD-Powered AI Clouds at AMD Advancing AI 2026 - StreetInsider,Agentic AI Runs Where Enterprise Software Runs: Embedded LLM Launches TokenVisor Spaces for AMD-Powered AI Clouds at AMD Advancing AI 2026 StreetInsider,AI inference serving and networking,AMD,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; NBIS; NVDA; ORCL,002156.SZ; 002463.SZ; 300442.SZ; 688041.SS; 688256.SS,64,78,2026-07-26T01:21:22.289991+00:00
f74183ce00a6766c,2026-07-23,news,Google News: long context inference serving KV cache AI,https://news.google.com/rss/articles/CBMiogFBVV95cUxQcXMyR1BwTDQtbTJxemlLd1BURDFYWldQdWhFRHVIWVo4UXZ2Nm5mUWJuYUVUZU9YZ0RiVm5pdUdYakdMWGt3Yl9EU081cE9TelhsRkZBWkIzaGE0Z1hxZVhnem1TT1dTbW5FZFFFeVJiSXlOZVBUNlhZYld6VUNNTlM0UDVKOHY4elhfR044TGRmTlNrUGxialhMQXh1WXJONnc?oc=5,Liqid Unveils Massive Scale-Up AI Platform Powered by AMD Instinct™ MI350P GPUs - 01net,Liqid Unveils Massive Scale-Up AI Platform Powered by AMD Instinct™ MI350P GPUs 01net,AI inference serving and networking,AMD,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; NBIS; NVDA; ORCL,002156.SZ; 002463.SZ; 300442.SZ; 688041.SS; 688256.SS,64,78,2026-07-26T01:21:22.289991+00:00
4b965e63fce18258,2026-07-23,news,Google News: HBM AI server storage memory bandwidth,https://news.google.com/rss/articles/CBMirgFBVV95cUxNQjJCMTZlbGNpV2RmZFE3S0ZTeUJMSjNsMGFIM3JQOG1icEsyLVBVNXRHeXFFYk1mQ3RzMFVmWjlUMnhJM29yeVpkMjlsTWx4VG9iS0NOY0U2TWZjOTBkc1Q5TVVSU2ZmbFdkZkFjUlZ0SlVrYzlydk03dTJWSVVreElQcFdsbFFTenNFdWdXVHBsQV9jel9xTTVzXy1kZDF4NVdBOXVkQWNtRkh6dHc?oc=5,Majestic Labs wants to solve memory-bound GPU problem - Blocks & Files,Majestic Labs wants to solve memory-bound GPU problem Blocks & Files,HBM memory and context storage,,AMD; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,64,78,2026-07-26T01:21:22.289991+00:00
a5f94cc19d2d3485,2026-07-23,news,Google News: US domestic semiconductor supply chain advanced packaging materials equipment,https://news.google.com/rss/articles/CBMinwFBVV95cUxPM3JqbXJoekk3eG1ueE4tY2p4NUVnM1lPVFRuWE5Fck04WVo4ZGlvMWJaOUY0NlNTaWk2ZlljYnp0eWw4VHFjVVhTdS03M2JEX01XUU5lM3M2dm4wNzUyVTJ0VnhuV3Q3REw5SUdaWjlRcDZPb0tHUFBhU1dubFJHcWhGT2RDQW1ydERyWEtGeVZHYkRwUTRKeDJpYUNIYW_SAZ8BQVVfeXFMUFNSRHg5TV9WdU9YNU9VMjZDcnB2TnBadlFoNmRVQm9HRHVIZmhpOWFkRWhScS1BRVZEc2NCdFJxczBFblhqN2tmc3RwbU1oNENQUTQyZ0dKTE1zeE5seHQzX2U1aDRnTWEtVC1adloweVh6RlZDbnI4Q0NWYUFfMUxSV09MQml4Vy03N2ZCa0RlWEhUdUwtMXBYYlJIdm9n?oc=5,Can India become the next semiconductor hub after Taiwan? - DW.com,Can India become the next semiconductor hub after Taiwan? DW.com,Semiconductor materials and consumables,,AMAT; ENTG; INTC; LRCX; Q; TSM,300054.SZ; 688019.SS; 688120.SS; 002409.SZ; 002436.SZ; 002916.SZ; 300236.SZ; 300346.SZ; 300666.SZ; 600206.SS; 688106.SS; 688268.SS; 688300.SS; 688535.SS,62,78,2026-07-26T01:21:22.289991+00:00
24b06efe30dfad15,2026-07-23,arxiv,arXiv: Speculative decoding,https://arxiv.org/abs/2607.21535v1,Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context,"Speculative decoding accelerates autoregressive generation by having a cheap draft propose tokens that a target verifies in parallel. Frontier models increasingly ship a built-in Multi-Token-Prediction (MTP/NEXTN) draft head under the assumption that the draft is negligibly cheap. At million-token context this breaks: an MTP draft head typically runs full attention over the entire KV cache at every draft step, so its read grows linearly with context and comes to dominate the draft cost -- precisely where speculation is most valuable. The effect compounds with draft length (a deep native draft can turn net-negative, slower than no speculation) and sharpens under hybrid/linear-attention targets, where cheaper verification leaves the draft's full-attention read exposed. We apply a StreamingLLM-style sliding window plus attention sink to the draft's attention only (Windowed-MTP), leaving full-attention verification intact. It is training-free, drop-in, and lossless by construction: the full-attention target still decides every accepted token, so windowing changes only which tokens are proposed, never which are accepted. It bounds the draft's KV working set to a constant, dropping ~99%…",AI inference serving and networking; HBM memory and context storage,,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; MU; NBIS; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 002463.SZ; 300442.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,62,80,2026-07-26T01:21:29.739654+00:00
2ca1a3d4e162e321,2026-07-23,news,Google News: physical AI robotics world model,https://news.google.com/rss/articles/CBMihgFBVV95cUxNYlp5ckV0dmplQlBORUZHQlloSHlZQWNkbWNDSnotbnoybmhlNTFHd3o4MXBja3FqM2JfWmk0UHhRNjhOX1RZNFBxUnVEY3VIMFZUbnFNTlptVW1xOWhkTUxsU05BYkVfemVmaWJfc0ZoUzhKX0g5NjdrNFNydUd1RW1SbUR0UQ?oc=5,Physical AI: The Next Step in Robotics Evolution - Technology Org,Physical AI: The Next Step in Robotics Evolution Technology Org,Physical AI and robotics,,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,61,75,2026-07-26T01:21:22.289991+00:00
d4b266ceb78af9e5,2026-07-23,news,Google News: physical AI robotics world model,https://news.google.com/rss/articles/CBMiigFBVV95cUxOWmpqNVlCZ1lnTVNnT082SmYxMzBncWkzTU9CNnBiUUhURVZlUTRUTm4tbWdrQjV6ZzdGVmxEb28xa1ktQTkydG5seDVuYlluY0YzTWZtbWJOT3lrM0ROZ3F4WnVPX0NLR05RSnF5NUltdm5RN1Zial93aWJzNlB6OGRuR2lXdXRfM2c?oc=5,NVIDIA Cosmos 3 Edge: 4B Model for On-Device Robotics - quasa.io,NVIDIA Cosmos 3 Edge: 4B Model for On-Device Robotics quasa.io,Physical AI and robotics,NVDA,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,61,75,2026-07-26T01:21:22.289991+00:00
e8792472ab3bda25,2026-07-23,news,Google News: physical AI robotics world model,https://news.google.com/rss/articles/CBMinAFBVV95cUxOT0R1bFJwSmFqYk1DNzZqenQtbUJxUzkyWE5TYWVVYi16MHlsU1F6SVg1aWhaOXJOMTNjRFhrdTVXUi1HdjFXMDY3Tk1mQ0FmT1BzeEJ1MjZhNUFZNmhKVUxqVHZ6RmdpSHJkaG1WS0dscG9sRVk0RkVqX1VPczQ3QzYtdjB1NVpRM2pRT0VrS3UtbzV5RHQxeWxmQmY?oc=5,Alibaba's Amap Unveils Full-Stack ABot Upgrade for Embodied AI Robots - Yahoo Finance,Alibaba's Amap Unveils Full-Stack ABot Upgrade for Embodied AI Robots Yahoo Finance,Physical AI and robotics,,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,61,75,2026-07-26T01:21:22.289991+00:00
bdce3ee63c0cd611,2026-07-23,news,Google News: physical AI robotics world model,https://news.google.com/rss/articles/CBMicEFVX3lxTE80aTdwRmFPVjYtSHg3ZGxkLTJtNzFMNEU4ZXZoWm83YVpXalM3ZFlXSlN5OWd3R19kczNTMHEwelByenI2RmlLM0pkN1lJUnFCdU10YjllcmIzd1dFYWluNV9yeWRRQk5Zc3RhSjJhc00?oc=5,"Ant Group Physical AI Task Force: Ant LingBot Dual-Track Strategy of VLA and World Action Models, Open-Source Ecosystem, and the Data Dilemma - Pandaily","Ant Group Physical AI Task Force: Ant LingBot Dual-Track Strategy of VLA and World Action Models, Open-Source Ecosystem, and the Data Dilemma Pandaily",Physical AI and robotics,,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,61,75,2026-07-26T01:21:22.289991+00:00
736fcdb89a7e1f42,2026-07-23,arxiv,arXiv: Long context and KV cache,https://arxiv.org/abs/2607.21447v1,RUMBA: Russian User Memory Benchmark,"The ability to handle long-term memory in LLMs is becoming increasingly critical, yet existing benchmarks remain English-centric and rely on aggregate retrieval metrics, failing to capture interactions between long-range context, temporal information, and reasoning. To address this, we introduce RUMBA (Russian User Memory BenchmArk) - a new benchmark for long-term conversational memory that provides a fine-grained taxonomy of memory-centric question types and a unified methodology accounting for semantic type, session scope, temporal reasoning, and the explicitness of temporal expressions. RUMBA consists of timestamped user-assistant dialogues with QA pairs requiring retrieval, combination, and reasoning across sessions. While designed for Russian, we also provide an aligned English subset under the same methodology. We evaluate contemporary memory systems and long-context models, and show how RUMBA serves as a diagnostic tool to analyze model behavior across benchmark slices and identify strengths and failure modes of different memory mechanisms.",HBM memory and context storage,,AMD; AMZN; GOOG; MSFT; MU; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,58,72,2026-07-26T01:21:29.739654+00:00
7efc4d9fc21f8355,2026-07-23,arxiv,arXiv: Long context and KV cache,https://arxiv.org/abs/2607.21284v1,news-crawler-LM: A Small Long-Context Model For High-Quality News Crawling,"Extracting structured content from news pages remains challenging due to heterogeneous HTML layouts, inconsistent markup, and substantial boilerplate such as navigation elements and advertisements. Rule-based news crawlers can achieve high extraction accuracy by encoding site-specific structure, but require manual configuration in order to generalize to new publishers. Large language models provide a more flexible alternative by reducing the need for handcrafted rules, but their high computational cost limits practical deployment. In this paper, we introduce news-crawler-LM, a small long-context language model fine-tuned on high-quality, human-validated extractions from the Fundus news-crawling library. Our model converts raw HTML into plaintext and structured JSON, including fields such as headline, author, publication date, and article body. In our experiments, news-crawler-LM outperforms strong baselines in HTML-to-Markdown and HTML-to-JSON extraction, improving performance by +4.8 BLEU and +6.1 METEOR in the HTML-to-Markdown task, and by +2.2 BLEU and +4.1 METEOR in the HTML-to-JSON task. However, we also observe that our model only slightly better compared to other rule-based…",HBM memory and context storage,,AMD; AMZN; GOOG; MSFT; MU; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,58,72,2026-07-26T01:21:29.739654+00:00
31366d3c50fb6513,2026-07-23,arxiv,arXiv: Long context and KV cache,https://arxiv.org/abs/2607.21067v1,PrefReward: Learning User Preference Matrix for Personalized Text Generation,"Large Language Models (LLMs) have demonstrated remarkable ability in generating personalized content by leveraging user histories and contextual cues. However, most existing personalization approaches rely on implicit representations within model parameters, making it difficult to interpret user-specific preferences or effectively handle long-context dependencies. To address these challenges, we propose PrefReward, a novel preference-aware generative framework that explicitly models user styles through a structured preference matrix and integrates it into the decoding process as a reward signal. PrefReward consists of two stages: (1) extracting a user-specific preference matrix that summarizes individual stylistic tendencies, and (2) using the matrix to guide generation via a KL-divergence-based reward function. Experiments on the LongLaMP dataset show that PrefReward outperforms non-personalized and retrieval-based baselines in both generation quality and personalization interpretability.",HBM memory and context storage,,AMD; AMZN; GOOG; MSFT; MU; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,58,72,2026-07-26T01:21:29.739654+00:00
