run_date,ticker,company,market,pool_presence,theme,chain_layer,mapped_us,why_now,source_strength_score,exposure_purity_score,paper_signal_score,novelty_score,sentiment_score,market_setup_score,risk_score,total_score,recommendation,review_status,supporting_signals,supporting_papers,price,change_percent,quote_timestamp,notes
2026-07-26,AMKR,Amkor Technology,美股,online_pool,AI PCB and advanced packaging; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,上游,AMKR,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections,16,13,15,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 04d94c4f82f7472a; 98f541570aa4b632; 7aa42ee8311fcda1; 6bffd025a34e49e2; 5daec49e78ef37c1,2607.19343v1; 2607.18565v1; 2607.17598v1; 2607.17074v1,64.96,-0.5664,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,AMZN,Amazon,美股,online_pool,AI PCB and advanced packaging; AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage,下游,AMZN,VAST Data Expands Collaboration with AMD to Advance AI Infrastructure for the Inference Era - Carroll County Mirror-Dem… / AMD Challenges NVIDIA's Full-Stack Barriers: Complete Insight into AMD AAI 2026 - 36 Kr / Tensormesh and AMD Collaborate to Empower Fewer GPUs to Serve More Models - Yahoo Finance / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,8,5,77,already_in_pool,pending,bb13f1911f1e170c; d100094032c0f32e; a3e8a65a3a8d17f3; cca67a7eb7b36c4f; adea3035d769539d; f74183ce00a6766c; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 933b0b2e7fce3908,2607.21535v1; 2607.20833v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19438v1; 2607.18722v2,232.11,-0.6634,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,ASML,ASML Holding,美股,online_pool,AI PCB and advanced packaging; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,上游,ASML,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections,16,13,15,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 04d94c4f82f7472a; 98f541570aa4b632; 7aa42ee8311fcda1; 6bffd025a34e49e2; 5daec49e78ef37c1,2607.19343v1; 2607.18565v1; 2607.17598v1; 2607.17074v1,1757.09,-2.5463,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,AVGO,Broadcom,美股,online_pool,AI PCB and advanced packaging; AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage,上游,AVGO,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / Emergent Compositional Skills in Mixture-of-Experts VLAs,16,13,15,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; d100094032c0f32e; a3e8a65a3a8d17f3; cca67a7eb7b36c4f; adea3035d769539d,2607.21535v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19343v1; 2607.19438v1; 2607.18722v2; 2607.19223v1; 2607.19058v1; 2607.17598v1,381.92,-2.6881,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,DELL,Dell Technologies,美股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,中游,DELL,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Masked Visual Actions for Unified World Modeling / Is Progressive Disclosure All You Need for Long-Context Agents?,20,13,11,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 27fb20ef8cd19f38; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 5ff8d34e9125e51e,2607.19343v1; 2607.17598v1,437.5,-0.4188,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,GOOG,Alphabet,美股,online_pool,AI PCB and advanced packaging; AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage,下游,GOOG,VAST Data Expands Collaboration with AMD to Advance AI Infrastructure for the Inference Era - Carroll County Mirror-Dem… / AMD Challenges NVIDIA's Full-Stack Barriers: Complete Insight into AMD AAI 2026 - 36 Kr / Tensormesh and AMD Collaborate to Empower Fewer GPUs to Serve More Models - Yahoo Finance / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,8,5,77,already_in_pool,pending,bb13f1911f1e170c; d100094032c0f32e; a3e8a65a3a8d17f3; cca67a7eb7b36c4f; adea3035d769539d; f74183ce00a6766c; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 933b0b2e7fce3908,2607.21535v1; 2607.20833v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19438v1; 2607.18722v2,319.09,0.2356,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,INTC,Intel,美股,online_pool,AI PCB and advanced packaging; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,上游,INTC,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections,19,13,15,10,10,5,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 04d94c4f82f7472a; bfc045e37a0e2186; a5f94cc19d2d3485; 8c9597a5cb9dcb14,2607.19343v1; 2607.18565v1; 2607.17598v1; 2607.17074v1,92.32,-7.8919,2026-07-24T13:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,ORCL,Oracle,美股,online_pool,AI PCB and advanced packaging; AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage,下游,ORCL,VAST Data Expands Collaboration with AMD to Advance AI Infrastructure for the Inference Era - Carroll County Mirror-Dem… / AMD Challenges NVIDIA's Full-Stack Barriers: Complete Insight into AMD AAI 2026 - 36 Kr / Tensormesh and AMD Collaborate to Empower Fewer GPUs to Serve More Models - Yahoo Finance / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,19,13,15,10,10,5,5,77,already_in_pool,pending,bb13f1911f1e170c; d100094032c0f32e; a3e8a65a3a8d17f3; cca67a7eb7b36c4f; adea3035d769539d; f74183ce00a6766c; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 933b0b2e7fce3908,2607.21535v1; 2607.20833v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19438v1; 2607.18722v2,114.99,-4.2069,2026-07-24T13:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,TSM,Taiwan Semiconductor Manufacturing,美股,online_pool,AI PCB and advanced packaging; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,上游,TSM,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections,16,13,15,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 04d94c4f82f7472a; bfc045e37a0e2186; a5f94cc19d2d3485; 8c9597a5cb9dcb14,2607.19343v1; 2607.18565v1; 2607.17598v1; 2607.17074v1,403.41,-2.9284,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,BE,Bloom Energy,美股,online_pool,AI data center power and cooling; AI inference serving and networking; HBM memory and context storage; Physical AI and robotics,中游,BE,How liquid cooling is redefining data centre efficiency - Business Review / U.S. Data Center Cooling Market Size to Reach USD 81.23 Billion by 2035 - Precedence Research / Liquid Cooling Becomes Mainstream for High-Density AI Data Centers - Indiatimes / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning / Error Certificates for KV-Cache Eviction via Randomized Design,20,13,15,10,10,3,5,76,already_in_pool,pending,27fb20ef8cd19f38; b9c2b0133fea0126; 559dab128c8262f7; b1e38a7cb7fd2a3c; e4a1e936e64defea; 9c6fd888ca80466d; fd208efa18c7b24c; 4f63d63b952842a9; b7cb1ea7c4d87199; 309541f1151325ac; b4e253d672ad3bf7; 48ab20ee10c2b1d3,2607.20833v1; 2607.21475v1; 2607.20723v1; 2607.20653v1; 2607.19876v1; 2607.19190v2; 2607.17715v1; 2607.17283v1,184.89,-14.9149,2026-07-24T13:30:00+00:00,单日大跌，需要确认是否基本面破坏
2026-07-26,CRDO,Credo Technology,美股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,CRDO,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / Emergent Compositional Skills in Mixture-of-Experts VLAs,20,13,15,10,10,3,5,76,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; 335f43da8a24bf7b; 4699906b9c0874d1; d100094032c0f32e; 5ff8d34e9125e51e; bfc045e37a0e2186; 55c9777112a4dd9d,2607.21535v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19438v1; 2607.18722v2; 2607.19223v1; 2607.19058v1; 2607.17283v1; 2607.17299v1,213.15,-9.8732,2026-07-24T13:30:00+00:00,单日大跌，需要确认是否基本面破坏
2026-07-26,000021.SZ,深科技,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / From HBM to Cold Storage: Storage's Big Six at a Crossroads – What Will Drive the Next Bull Run? - odaily.news / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,6,5,75,already_in_pool,pending,191c5917ec33b1c1; 3cb5613f5c09c0cb; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; 4b965e63fce18258; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 9c6fd888ca80466d,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19345v1; 2607.18213v1; 2607.17715v1; 2607.17598v1; 2607.17074v1; 2607.17283v1,41.99,7.4188,2026-07-24T01:30:00+00:00,日内较强，注意追高
2026-07-26,688012.SS,中微公司,A股,online_pool,AI PCB and advanced packaging; HBM memory and context storage; Physical AI and robotics; Semiconductor equipment and manufacturing,上游,,"Global Chip Race Fractures Into Four Strategies: US Packaging Gap Remains After $265B Bet - Tech Times / NVIDIA backs Amkor with $1.5bn to expand AI packaging in the US ... - eeNews Europe / Nvidia, Amkor Sign $1.5 Billion U.S. Chip Packaging Deal - TradingView / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections",16,13,13,10,10,8,5,75,already_in_pool,pending,ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 04d94c4f82f7472a; 7aa42ee8311fcda1; 6bffd025a34e49e2; 5daec49e78ef37c1; 0b4159988aa0f0a9; aa55e0ca0abc8763,2607.19343v1; 2607.18565v1; 2607.17074v1,388.5,3.5448,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,688019.SS,安集科技,A股,online_pool,AI PCB and advanced packaging; AI inference serving and networking; HBM memory and context storage; Physical AI and robotics,上游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Global Chip Race Fractures Into Four Strategies: US Packaging Gap Remains After $265B Bet - Tech Times / NVIDIA backs Amkor with $1.5bn to expand AI packaging in the US ... - eeNews Europe / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,6,5,75,already_in_pool,pending,6a876e8517ebf59b; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 04d94c4f82f7472a; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; bfc045e37a0e2186; 4b965e63fce18258,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19343v1; 2607.19345v1; 2607.18565v1; 2607.18213v1; 2607.17715v1; 2607.17074v1,256.49,5.0629,2026-07-24T01:30:00+00:00,日内较强，注意追高
2026-07-26,CRWV,CoreWeave,美股,online_pool,AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,中游,CRWV,VAST Data Expands Collaboration with AMD to Advance AI Infrastructure for the Inference Era - Carroll County Mirror-Dem… / AMD Challenges NVIDIA's Full-Stack Barriers: Complete Insight into AMD AAI 2026 - 36 Kr / Tensormesh and AMD Collaborate to Empower Fewer GPUs to Serve More Models - Yahoo Finance / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / Emergent Compositional Skills in Mixture-of-Experts VLAs,19,13,15,10,10,3,5,75,already_in_pool,pending,bb13f1911f1e170c; d100094032c0f32e; a3e8a65a3a8d17f3; cca67a7eb7b36c4f; adea3035d769539d; f74183ce00a6766c; 24b06efe30dfad15; 933b0b2e7fce3908; 680e59606f04ddbd; 3cb1edf87254bfe7; fa0f3103936464e0; 39756799b32b32ff,2607.21535v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19438v1; 2607.18722v2; 2607.19223v1; 2607.19058v1; 2607.17283v1; 2607.17299v1,71.88,-11.3687,2026-07-24T13:30:00+00:00,单日大跌，需要确认是否基本面破坏
2026-07-26,002916.SZ,深南电路,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections,20,13,15,10,10,4,2,74,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 27fb20ef8cd19f38; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08,2607.19343v1; 2607.18565v1; 2607.17598v1; 2607.17074v1,332.81,-1.3809,2026-07-24T01:30:00+00:00,日内位置温和；原池状态提示过热/高估值
2026-07-26,300870.SZ,欧陆通,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,中游,,Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / How liquid cooling is redefining data centre efficiency - Business Review / Masked Visual Actions for Unified World Modeling / Is Progressive Disclosure All You Need for Long-Context Agents?,20,13,11,10,10,5,5,74,already_in_pool,pending,642696e9e4c4feb6; 04aa4d78ce51c9fe; 27fb20ef8cd19f38; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; b9c2b0133fea0126; 5ff8d34e9125e51e; bfc045e37a0e2186; 559dab128c8262f7,2607.19343v1; 2607.17598v1,202.97,-4.7983,2026-07-24T01:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,688017.SS,绿的谐波,A股,online_pool,AI inference serving and networking; Physical AI and robotics; Semiconductor materials and consumables,下游,,"FLUX 3 Launches: Black Forest Labs Enters Video, Audio, and Physical AI in One Model - Tech Times / Image Sensor Market Overview - Market Growth Reports / VLA Still in Play, WAM Yet to Take Hold as Physical AI Remains Far from Settled - Gasgoo / Emergent Compositional Skills in Mixture-of-Experts VLAs / PhysCoRe: Physics-Corrected Residual World Models for Material-Aware Deformable Dynamics",20,13,15,10,10,4,2,74,already_in_pool,pending,9c6ac15f8eb85572; ffae9ed2d2037e08; 87a7c56a7b3bfa14; 2ca1a3d4e162e321; d4b266ceb78af9e5; e8792472ab3bda25; bdce3ee63c0cd611; fd208efa18c7b24c; 680e59606f04ddbd; 316d586babfa626b; 48ab20ee10c2b1d3; d366b2993382c284,2607.20771v1; 2607.20653v1; 2607.19876v1; 2607.19719v1; 2607.19190v2; 2607.18709v2; 2607.17521v2,295.3,-4.2136,2026-07-24T01:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置；原池状态提示过热/高估值
2026-07-26,688041.SS,海光信息,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,"Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / FLUX 3 Launches: Black Forest Labs Enters Video, Audio, and Physical AI in One Model - Tech Times / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning",20,13,15,10,10,4,2,74,already_in_pool,pending,642696e9e4c4feb6; 04aa4d78ce51c9fe; 9c6ac15f8eb85572; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 335f43da8a24bf7b; 4699906b9c0874d1; d100094032c0f32e,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.20653v1,314.28,0.7308,2026-07-24T01:30:00+00:00,日内位置温和；原池状态提示过热/高估值
2026-07-26,688106.SS,金宏气体,A股,online_pool,HBM memory and context storage; Physical AI and robotics; Semiconductor equipment and manufacturing; Semiconductor materials and consumables,上游,,"Image Sensor Market Overview - Market Growth Reports / Amid Surging AI Capital Expenditures, What Opportunities Emerge for Semiconductor Equipment and Components? This Salon… / Can India become the next semiconductor hub after Taiwan? - DW.com / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections / ThAME: 3D Memory-Enabled Heterogeneous Accelerator for LLM Mixture of Experts",16,13,12,10,10,8,5,74,already_in_pool,pending,ffae9ed2d2037e08; 04d94c4f82f7472a; a5f94cc19d2d3485; 8c9597a5cb9dcb14; 6bffd025a34e49e2; a648a7c117c3de21; 1e477f8121d35fc7; 0b4159988aa0f0a9; aa55e0ca0abc8763,2607.18565v1; 2607.17074v1,30.1,1.2105,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,688256.SS,寒武纪,A股,online_pool,AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage,上游,,"Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / FLUX 3 Launches: Black Forest Labs Enters Video, Audio, and Physical AI in One Model - Tech Times / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning",20,13,15,10,10,4,2,74,already_in_pool,pending,642696e9e4c4feb6; 04aa4d78ce51c9fe; 9c6ac15f8eb85572; bb13f1911f1e170c; ffae9ed2d2037e08; 335f43da8a24bf7b; 4699906b9c0874d1; d100094032c0f32e; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; 87a7c56a7b3bfa14,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.20653v1,1225.0,-1.9215,2026-07-24T01:30:00+00:00,日内位置温和；原池状态提示过热/高估值
2026-07-26,MU,Micron Technology,美股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,MU,Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / From HBM to Cold Storage: Storage's Big Six at a Crossroads – What Will Drive the Next Bull Run? - odaily.news / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,5,5,74,already_in_pool,pending,191c5917ec33b1c1; 3cb5613f5c09c0cb; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; 4b965e63fce18258; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 9c6fd888ca80466d,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19345v1; 2607.18213v1; 2607.17715v1; 2607.17598v1; 2607.17074v1; 2607.17283v1,920.95,-6.9945,2026-07-24T13:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,Q,Qnity Electronics,美股,online_pool,AI PCB and advanced packaging; HBM memory and context storage; Physical AI and robotics; Rack-scale AI factory,上游,Q,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Global Chip Race Fractures Into Four Strategies: US Packaging Gap Remains After $265B Bet - Tech Times / NVIDIA backs Amkor with $1.5bn to expand AI packaging in the US ... - eeNews Europe / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections / ThAME: 3D Memory-Enabled Heterogeneous Accelerator for LLM Mixture of Experts,16,13,12,10,10,8,5,74,already_in_pool,pending,6a876e8517ebf59b; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 04d94c4f82f7472a; bfc045e37a0e2186; a5f94cc19d2d3485; 8c9597a5cb9dcb14; acea6db16d170c79; 7aa42ee8311fcda1,2607.18565v1; 2607.17074v1,135.06,-2.5963,2026-07-24T13:30:00+00:00,日内位置温和
2026-07-26,STX,Seagate Technology,美股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,STX,Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / From HBM to Cold Storage: Storage's Big Six at a Crossroads – What Will Drive the Next Bull Run? - odaily.news / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,5,5,74,already_in_pool,pending,191c5917ec33b1c1; 3cb5613f5c09c0cb; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; 4b965e63fce18258; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 9c6fd888ca80466d,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19345v1; 2607.18213v1; 2607.17715v1; 2607.17598v1; 2607.17074v1; 2607.17283v1,851.69,-6.752,2026-07-24T13:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
